data;horario;n_da_ocorrencia;tipo_de_ocorrencia;km;trecho;sentido;tipo_de_acidente;caminhao;ilesos;levemente_feridos;moderadamente_feridos;gravemente_feridos;mortos;3
25/09/2021;11:30:46;44;ac03 - Acidente com vítima ilesa;322,188;PT;Norte;Colisão Traseira;1;5;;;;;1
06/10/2021;19:39:51;92;ac03 - Acidente com vítima ilesa;333,624;R2A;Norte;Colisão lateral no mesmo sentido;1;2;;;;;1
13/10/2021;15:13:47;83;ac03 - Acidente com vítima ilesa;322,8;PT;Norte;Colisão lateral no mesmo sentido;1;2;;;;;1
22/10/2021;16:33:03;101;ac01 - Acidente com vitima fatal;330;PT;Sul;Colisão Traseira;1;1;;;;1;3
26/10/2021;13:31:47;60;ac03 - Acidente com vítima ilesa;331,88;PT;Sul;Colisão lateral no mesmo sentido;2;2;;;;;1
27/10/2021;17:40:37;91;ac03 - Acidente com vítima ilesa;0;R4;Norte;Colisão lateral no mesmo sentido;1;2;;;;;1
28/10/2021;15:02:15;87;ac03 - Acidente com vítima ilesa;332,32;PT;Norte;Colisão lateral no mesmo sentido;1;2;;;;;1
29/10/2021;10:24:23;34;ac02 - Acidente com vítima;329,52;PT;Sul;Choque - Veículo parado na pista;1;0;1;;1;;2
31/10/2021;12:15:11;31;ac02 - Acidente com vítima;333,46;PT;Norte;Colisão Traseira;1;1;3;;;;1
03/11/2021;16:20:00;97;Sem vítima;326,272;BR-101/RJ;Decrescente;Colisão traseira;1;3;0;0;0;0;1
13/11/2021;14:05:00;66;Sem vítima;322,255;BR-101/RJ;Decrescente;Colisão traseira;1;1;0;0;0;0;1
22/11/2021;00:39:00;6;Sem vítima;325,280;BR-101/RJ;Crescente;Colisão lateral no mesmo sentido;1;2;0;0;0;0;1
25/11/2021;13:37:00;58;Sem vítima;326,608;BR-101/RJ;Decrescente;Colisão traseira;1;1;0;0;0;0;1
15/12/2021;12:13:00;62;Com vítima;330,960;BR-101/RJ;Crescente;Colisão lateral no mesmo sentido;1;1;0;1;0;0;2
22/12/2021;20:47:00;147;Sem vítima;332,910;BR-101/RJ;Decrescente;Colisão traseira;1;0;0;0;0;0;1
05/01/2022;23:30:00;143;Com vítima;326,440;BR-101/RJ;Crescente;Colisão traseira;1;1;1;0;0;0;1
08/01/2022;16:33:00;52;Com vítima;326,440;BR-101/RJ;Decrescente;Colisão traseira;1;0;3;0;0;0;1
26/01/2022;08:47:00;18;Sem vítima;327,600;BR-101/RJ;Decrescente;Colisão traseira;1;4;0;0;0;0;1
08/02/2022;23:22:00;102;Sem vítima;333,620;BR-101/RJ;Decrescente;Colisão lateral no mesmo sentido;1;0;0;0;0;0;1
14/02/2022;13:04:00;56;Sem vítima;322,255;BR-101/RJ;Decrescente;Colisão transversal;1;2;0;0;0;0;1
19/02/2022;10:47:00;26;Com vítima;327,280;BR-101/RJ;Decrescente;Choque;1;1;0;1;0;0;2
28/02/2022;10:55:00;51;Com vítima;0,000;Acesso N 09/RJ;Crescente;Colisão traseira;1;0;5;0;0;0;1
08/03/2022;09:41:00;35;Sem vítima;332,680;BR-101/RJ;Crescente;Colisão traseira;1;2;0;0;0;0;1
08/03/2022;17:26:00;76;Com vítima;325,600;BR-101/RJ;Crescente;Choque;1;5;1;0;0;0;1
10/03/2022;19:22:00;101;Com vítima;334,386;Acesso R 2/RJ;Crescente;Colisão traseira;1;0;1;1;0;0;2
11/03/2022;10:41:00;52;Sem vítima;322,255;BR-101/RJ;Decrescente;Colisão traseira;1;3;0;0;0;0;1
25/03/2022;11:09:00;46;Com vítima;327,280;BR-101/RJ;Crescente;Colisão lateral no mesmo sentido;1;0;6;0;0;0;1
12/04/2022;11:34:00;44;Sem vítima;322,458;BR-101/RJ;Decrescente;Colisão traseira;1;2;0;0;0;0;1
14/04/2022;21:35:00;109;Sem vítima;322,255;BR-101/RJ;Crescente;Colisão lateral no mesmo sentido;1;2;0;0;0;0;1
28/04/2022;08:20:00;27;Com vítima;327,280;BR-101/RJ;Decrescente;Colisão traseira;1;0;0;1;0;0;2
02/05/2022;02:02:00;1;Com vítima;326,280;BR-101/RJ;Crescente;Choque;1;1;0;1;0;0;2
13/05/2022;08:21:00;30;Sem vítima;0,000;Acesso R 1/RJ;Crescente;Colisão lateral no mesmo sentido;1;1;0;0;0;0;1
13/05/2022;09:02:00;33;Com vítima;329,040;BR-101/RJ;Decrescente;Choque;1;1;0;0;1;0;2
19/05/2022;09:27:00;27;Sem vítima;322,089;BR-101/RJ;Decrescente;Colisão lateral no mesmo sentido;1;2;0;0;0;0;1
03/06/2022;03:15:00;4;Sem vítima;326,104;BR-101/RJ;Crescente;Colisão traseira;1;2;0;0;0;0;1
15/06/2022;14:00:00;47;Sem vítima;326,440;BR-101/RJ;Crescente;Choque;1;5;0;0;0;0;1
17/06/2022;22:16:00;96;Sem vítima;322,255;BR-101/RJ;Decrescente;Choque;1;3;0;0;0;0;1
24/06/2022;04:54:00;7;Sem vítima;332,100;BR-101/RJ;Crescente;Choque;1;1;0;0;0;0;1
14/07/2022;19:27:00;140;Sem vítima;321,600;Acesso N 03/RJ;Crescente;Colisão lateral no mesmo sentido;1;2;0;0;0;0;1
17/07/2022;16:24:00;66;Sem vítima;322,255;BR-101/RJ;Crescente;Colisão lateral no mesmo sentido;2;4;0;0;0;0;1
19/07/2022;09:16:00;20;Sem vítima;322,287;BR-101/RJ;Decrescente;Colisão traseira;1;1;0;0;0;0;1
07/08/2022;18:57:00;47;Com vítima;333,939;Acesso R 2 A/RJ;Decrescente;Colisão lateral no mesmo sentido;1;0;5;0;0;0;1
16/08/2022;22:09:00;126;Sem vítima;323,340;BR-101/RJ;Crescente;Acidentes de outra natureza;1;2;0;0;0;0;1
23/08/2022;22:28:00;102;Sem vítima;321,600;Acesso N 03/RJ;Crescente;Colisão transversal;1;3;0;0;0;0;1
10/09/2022;09:30:00;31;Sem vítima;333,460;BR-101/RJ;Decrescente;Colisão lateral no mesmo sentido;1;5;0;0;0;0;1
28/09/2022;15:08:00;57;Com vítima;326,272;BR-101/RJ;Crescente;Colisão traseira;1;0;2;0;0;0;1
07/10/2022;13:43:00;40;Sem vítima;330,384;BR-101/RJ;Crescente;Colisão traseira;1;2;0;0;0;0;1
11/10/2022;00:36:00;1;Com vítima;0,500;Acesso R 1/RJ;Crescente;Colisão traseira;1;0;6;1;0;0;2
